plz,ort,stadtteil,termin,termin_vom,muellart,latitude,longitude,strasse_final
48165,Münster,,2025-11-17,,"Sperrgut und Grünabfall, bitte bis 6:30 Uhr an die Straße stellen",51.9063887,7.6524913,Kastanienallee
48165,Münster,,2025-12-15,,"Sperrgut und Grünabfall, bitte bis 6:30 Uhr an die Straße stellen",51.9063887,7.6524913,Kastanienallee
48149,Münster,,2025-05-22,,"Sperrgut und Grünabfall, bitte bis 6:30 Uhr an die Straße stellen",51.9612598,7.6131499,Kastellstraße
48149,Münster,,2025-06-26,,"Sperrgut und Grünabfall, bitte bis 6:30 Uhr an die Straße stellen",51.9612598,7.6131499,Kastellstraße
48149,Münster,,2025-07-24,,"Sperrgut und Grünabfall, bitte bis 6:30 Uhr an die Straße stellen",51.9612598,7.6131499,Kastellstraße
48149,Münster,,2025-08-28,,"Sperrgut und Grünabfall, bitte bis 6:30 Uhr an die Straße stellen",51.9612598,7.6131499,Kastellstraße
48149,Münster,,2025-09-25,,"Sperrgut und Grünabfall, bitte bis 6:30 Uhr an die Straße stellen",51.9612598,7.6131499,Kastellstraße
48149,Münster,,2025-10-23,,"Sperrgut und Grünabfall, bitte bis 6:30 Uhr an die Straße stellen",51.9612598,7.6131499,Kastellstraße
48149,Münster,,2025-11-27,,"Sperrgut und Grünabfall, bitte bis 6:30 Uhr an die Straße stellen",51.9612598,7.6131499,Kastellstraße
48145,Münster,,2025-05-06,,"Sperrgut und Grünabfall, bitte bis 6:30 Uhr an die Straße stellen",51.958307,7.6460804,Katharinenstraße
48145,Münster,,2025-06-03,,"Sperrgut und Grünabfall, bitte bis 6:30 Uhr an die Straße stellen",51.958307,7.6460804,Katharinenstraße
48145,Münster,,2025-07-01,,"Sperrgut und Grünabfall, bitte bis 6:30 Uhr an die Straße stellen",51.958307,7.6460804,Katharinenstraße
48145,Münster,,2025-08-05,,"Sperrgut und Grünabfall, bitte bis 6:30 Uhr an die Straße stellen",51.958307,7.6460804,Katharinenstraße
48145,Münster,,2025-09-02,,"Sperrgut und Grünabfall, bitte bis 6:30 Uhr an die Straße stellen",51.958307,7.6460804,Katharinenstraße
48145,Münster,,2025-10-07,,"Sperrgut und Grünabfall, bitte bis 6:30 Uhr an die Straße stellen",51.958307,7.6460804,Katharinenstraße
48145,Münster,,2025-11-04,,"Sperrgut und Grünabfall, bitte bis 6:30 Uhr an die Straße stellen",51.958307,7.6460804,Katharinenstraße
48145,Münster,,2025-12-02,,"Sperrgut und Grünabfall, bitte bis 6:30 Uhr an die Straße stellen",51.958307,7.6460804,Katharinenstraße
48161,Münster,,2025-05-26,,"Sperrgut und Grünabfall, bitte bis 6:30 Uhr an die Straße stellen",51.9946015,7.5412434,Käthe-Ernst-Weg
48161,Münster,,2025-06-23,,"Sperrgut und Grünabfall, bitte bis 6:30 Uhr an die Straße stellen",51.9946015,7.5412434,Käthe-Ernst-Weg
48161,Münster,,2025-07-28,,"Sperrgut und Grünabfall, bitte bis 6:30 Uhr an die Straße stellen",51.9946015,7.5412434,Käthe-Ernst-Weg
48161,Münster,,2025-08-25,,"Sperrgut und Grünabfall, bitte bis 6:30 Uhr an die Straße stellen",51.9946015,7.5412434,Käthe-Ernst-Weg
48161,Münster,,2025-09-22,,"Sperrgut und Grünabfall, bitte bis 6:30 Uhr an die Straße stellen",51.9946015,7.5412434,Käthe-Ernst-Weg
48161,Münster,,2025-10-27,,"Sperrgut und Grünabfall, bitte bis 6:30 Uhr an die Straße stellen",51.9946015,7.5412434,Käthe-Ernst-Weg
48161,Münster,,2025-11-24,,"Sperrgut und Grünabfall, bitte bis 6:30 Uhr an die Straße stellen",51.9946015,7.5412434,Käthe-Ernst-Weg
48161,Münster,,2025-12-22,,"Sperrgut und Grünabfall, bitte bis 6:30 Uhr an die Straße stellen",51.9946015,7.5412434,Käthe-Ernst-Weg
48167,Münster,,2025-05-05,,"Sperrgut und Grünabfall, bitte bis 6:30 Uhr an die Straße stellen",51.9142545,7.6939244,Käthe-Kollwitz-Straße
48167,Münster,,2025-06-02,,"Sperrgut und Grünabfall, bitte bis 6:30 Uhr an die Straße stellen",51.9142545,7.6939244,Käthe-Kollwitz-Straße
48167,Münster,,2025-07-07,,"Sperrgut und Grünabfall, bitte bis 6:30 Uhr an die Straße stellen",51.9142545,7.6939244,Käthe-Kollwitz-Straße
48167,Münster,,2025-08-04,,"Sperrgut und Grünabfall, bitte bis 6:30 Uhr an die Straße stellen",51.9142545,7.6939244,Käthe-Kollwitz-Straße
48167,Münster,,2025-09-01,,"Sperrgut und Grünabfall, bitte bis 6:30 Uhr an die Straße stellen",51.9142545,7.6939244,Käthe-Kollwitz-Straße
48167,Münster,,2025-10-06,,"Sperrgut und Grünabfall, bitte bis 6:30 Uhr an die Straße stellen",51.9142545,7.6939244,Käthe-Kollwitz-Straße
48167,Münster,,2025-11-03,,"Sperrgut und Grünabfall, bitte bis 6:30 Uhr an die Straße stellen",51.9142545,7.6939244,Käthe-Kollwitz-Straße
48167,Münster,,2025-12-01,,"Sperrgut und Grünabfall, bitte bis 6:30 Uhr an die Straße stellen",51.9142545,7.6939244,Käthe-Kollwitz-Straße
48143,Münster,,2025-05-05,,"Sperrgut und Grünabfall, bitte bis 6:30 Uhr an die Straße stellen",51.9648039,7.621929,Katthagen
48143,Münster,,2025-06-02,,"Sperrgut und Grünabfall, bitte bis 6:30 Uhr an die Straße stellen",51.9648039,7.621929,Katthagen
48143,Münster,,2025-07-07,,"Sperrgut und Grünabfall, bitte bis 6:30 Uhr an die Straße stellen",51.9648039,7.621929,Katthagen
48143,Münster,,2025-08-04,,"Sperrgut und Grünabfall, bitte bis 6:30 Uhr an die Straße stellen",51.9648039,7.621929,Katthagen
48143,Münster,,2025-09-01,,"Sperrgut und Grünabfall, bitte bis 6:30 Uhr an die Straße stellen",51.9648039,7.621929,Katthagen
48143,Münster,,2025-10-06,,"Sperrgut und Grünabfall, bitte bis 6:30 Uhr an die Straße stellen",51.9648039,7.621929,Katthagen
48143,Münster,,2025-11-03,,"Sperrgut und Grünabfall, bitte bis 6:30 Uhr an die Straße stellen",51.9648039,7.621929,Katthagen
48143,Münster,,2025-12-01,,"Sperrgut und Grünabfall, bitte bis 6:30 Uhr an die Straße stellen",51.9648039,7.621929,Katthagen
48153,Münster,,2025-05-13,,"Sperrgut und Grünabfall, bitte bis 6:30 Uhr an die Straße stellen",51.9257236,7.606532,Kegelskamp
48153,Münster,,2025-06-10,,"Sperrgut und Grünabfall, bitte bis 6:30 Uhr an die Straße stellen",51.9257236,7.606532,Kegelskamp
48153,Münster,,2025-07-08,,"Sperrgut und Grünabfall, bitte bis 6:30 Uhr an die Straße stellen",51.9257236,7.606532,Kegelskamp
48153,Münster,,2025-08-12,,"Sperrgut und Grünabfall, bitte bis 6:30 Uhr an die Straße stellen",51.9257236,7.606532,Kegelskamp
48153,Münster,,2025-09-09,,"Sperrgut und Grünabfall, bitte bis 6:30 Uhr an die Straße stellen",51.9257236,7.606532,Kegelskamp
48153,Münster,,2025-10-14,,"Sperrgut und Grünabfall, bitte bis 6:30 Uhr an die Straße stellen",51.9257236,7.606532,Kegelskamp
48153,Münster,,2025-11-11,,"Sperrgut und Grünabfall, bitte bis 6:30 Uhr an die Straße stellen",51.9257236,7.606532,Kegelskamp
48153,Münster,,2025-12-09,,"Sperrgut und Grünabfall, bitte bis 6:30 Uhr an die Straße stellen",51.9257236,7.606532,Kegelskamp
48149,Münster,,2025-05-16,,"Sperrgut und Grünabfall, bitte bis 6:30 Uhr an die Straße stellen",51.9709713,7.6182824,Kellermannstraße
48149,Münster,,2025-06-20,,"Sperrgut und Grünabfall, bitte bis 6:30 Uhr an die Straße stellen",51.9709713,7.6182824,Kellermannstraße
48149,Münster,,2025-07-18,,"Sperrgut und Grünabfall, bitte bis 6:30 Uhr an die Straße stellen",51.9709713,7.6182824,Kellermannstraße
48149,Münster,,2025-08-15,,"Sperrgut und Grünabfall, bitte bis 6:30 Uhr an die Straße stellen",51.9709713,7.6182824,Kellermannstraße
48149,Münster,,2025-09-19,,"Sperrgut und Grünabfall, bitte bis 6:30 Uhr an die Straße stellen",51.9709713,7.6182824,Kellermannstraße
48149,Münster,,2025-10-17,,"Sperrgut und Grünabfall, bitte bis 6:30 Uhr an die Straße stellen",51.9709713,7.6182824,Kellermannstraße
48149,Münster,,2025-11-21,,"Sperrgut und Grünabfall, bitte bis 6:30 Uhr an die Straße stellen",51.9709713,7.6182824,Kellermannstraße
48149,Münster,,2025-12-19,,"Sperrgut und Grünabfall, bitte bis 6:30 Uhr an die Straße stellen",51.9709713,7.6182824,Kellermannstraße
48167,Münster,,2025-05-14,,"Sperrgut und Grünabfall, bitte bis 6:30 Uhr an die Straße stellen",51.9235739,7.6716171,Keltenweg
48167,Münster,,2025-06-11,,"Sperrgut und Grünabfall, bitte bis 6:30 Uhr an die Straße stellen",51.9235739,7.6716171,Keltenweg
48167,Münster,,2025-07-09,,"Sperrgut und Grünabfall, bitte bis 6:30 Uhr an die Straße stellen",51.9235739,7.6716171,Keltenweg
48167,Münster,,2025-08-13,,"Sperrgut und Grünabfall, bitte bis 6:30 Uhr an die Straße stellen",51.9235739,7.6716171,Keltenweg
48167,Münster,,2025-09-10,,"Sperrgut und Grünabfall, bitte bis 6:30 Uhr an die Straße stellen",51.9235739,7.6716171,Keltenweg
48167,Münster,,2025-10-08,,"Sperrgut und Grünabfall, bitte bis 6:30 Uhr an die Straße stellen",51.9235739,7.6716171,Keltenweg
48167,Münster,,2025-11-12,,"Sperrgut und Grünabfall, bitte bis 6:30 Uhr an die Straße stellen",51.9235739,7.6716171,Keltenweg
48167,Münster,,2025-12-10,,"Sperrgut und Grünabfall, bitte bis 6:30 Uhr an die Straße stellen",51.9235739,7.6716171,Keltenweg
48157,Münster,,2025-05-21,,"Sperrgut und Grünabfall, bitte bis 6:30 Uhr an die Straße stellen",51.9899594,7.6388402,Kemperweg
48157,Münster,,2025-06-18,,"Sperrgut und Grünabfall, bitte bis 6:30 Uhr an die Straße stellen",51.9899594,7.6388402,Kemperweg
48157,Münster,,2025-07-16,,"Sperrgut und Grünabfall, bitte bis 6:30 Uhr an die Straße stellen",51.9899594,7.6388402,Kemperweg
48157,Münster,,2025-08-20,,"Sperrgut und Grünabfall, bitte bis 6:30 Uhr an die Straße stellen",51.9899594,7.6388402,Kemperweg
48157,Münster,,2025-09-17,,"Sperrgut und Grünabfall, bitte bis 6:30 Uhr an die Straße stellen",51.9899594,7.6388402,Kemperweg
48157,Münster,,2025-10-15,,"Sperrgut und Grünabfall, bitte bis 6:30 Uhr an die Straße stellen",51.9899594,7.6388402,Kemperweg
48157,Münster,,2025-11-19,,"Sperrgut und Grünabfall, bitte bis 6:30 Uhr an die Straße stellen",51.9899594,7.6388402,Kemperweg
48157,Münster,,2025-12-17,,"Sperrgut und Grünabfall, bitte bis 6:30 Uhr an die Straße stellen",51.9899594,7.6388402,Kemperweg
48167,Münster,,2025-05-15,,"Sperrgut und Grünabfall, bitte bis 6:30 Uhr an die Straße stellen",51.9277989,7.6637167,Kentweg
48167,Münster,,2025-07-17,,"Sperrgut und Grünabfall, bitte bis 6:30 Uhr an die Straße stellen",51.9277989,7.6637167,Kentweg
48167,Münster,,2025-08-21,,"Sperrgut und Grünabfall, bitte bis 6:30 Uhr an die Straße stellen",51.9277989,7.6637167,Kentweg
48167,Münster,,2025-09-18,,"Sperrgut und Grünabfall, bitte bis 6:30 Uhr an die Straße stellen",51.9277989,7.6637167,Kentweg
48167,Münster,,2025-10-16,,"Sperrgut und Grünabfall, bitte bis 6:30 Uhr an die Straße stellen",51.9277989,7.6637167,Kentweg
48167,Münster,,2025-11-20,,"Sperrgut und Grünabfall, bitte bis 6:30 Uhr an die Straße stellen",51.9277989,7.6637167,Kentweg
48167,Münster,,2025-12-18,,"Sperrgut und Grünabfall, bitte bis 6:30 Uhr an die Straße stellen",51.9277989,7.6637167,Kentweg
48159,Münster,,2025-05-27,,"Sperrgut und Grünabfall, bitte bis 6:30 Uhr an die Straße stellen",51.9925347,7.6007937,Keplerweg
48159,Münster,,2025-06-24,,"Sperrgut und Grünabfall, bitte bis 6:30 Uhr an die Straße stellen",51.9925347,7.6007937,Keplerweg
48159,Münster,,2025-07-22,,"Sperrgut und Grünabfall, bitte bis 6:30 Uhr an die Straße stellen",51.9925347,7.6007937,Keplerweg
48159,Münster,,2025-08-26,,"Sperrgut und Grünabfall, bitte bis 6:30 Uhr an die Straße stellen",51.9925347,7.6007937,Keplerweg
48159,Münster,,2025-09-23,,"Sperrgut und Grünabfall, bitte bis 6:30 Uhr an die Straße stellen",51.9925347,7.6007937,Keplerweg
48159,Münster,,2025-10-28,,"Sperrgut und Grünabfall, bitte bis 6:30 Uhr an die Straße stellen",51.9925347,7.6007937,Keplerweg
48159,Münster,,2025-11-25,,"Sperrgut und Grünabfall, bitte bis 6:30 Uhr an die Straße stellen",51.9925347,7.6007937,Keplerweg
48159,Münster,,2025-12-23,,"Sperrgut und Grünabfall, bitte bis 6:30 Uhr an die Straße stellen",51.9925347,7.6007937,Keplerweg
48151,Münster,,2025-06-05,,"Sperrgut und Grünabfall, bitte bis 6:30 Uhr an die Straße stellen",51.9456924,7.6196273,Kerkerinckstraße
48151,Münster,,2025-07-03,,"Sperrgut und Grünabfall, bitte bis 6:30 Uhr an die Straße stellen",51.9456924,7.6196273,Kerkerinckstraße
48151,Münster,,2025-08-07,,"Sperrgut und Grünabfall, bitte bis 6:30 Uhr an die Straße stellen",51.9456924,7.6196273,Kerkerinckstraße
48151,Münster,,2025-09-04,,"Sperrgut und Grünabfall, bitte bis 6:30 Uhr an die Straße stellen",51.9456924,7.6196273,Kerkerinckstraße
48151,Münster,,2025-10-02,,"Sperrgut und Grünabfall, bitte bis 6:30 Uhr an die Straße stellen",51.9456924,7.6196273,Kerkerinckstraße
48151,Münster,,2025-11-06,,"Sperrgut und Grünabfall, bitte bis 6:30 Uhr an die Straße stellen",51.9456924,7.6196273,Kerkerinckstraße
48151,Münster,,2025-12-04,,"Sperrgut und Grünabfall, bitte bis 6:30 Uhr an die Straße stellen",51.9456924,7.6196273,Kerkerinckstraße
48163,Münster,,2025-06-06,,"Sperrgut und Grünabfall, bitte bis 6:30 Uhr an die Straße stellen",51.9323205,7.5932257,Kerkheideweg
48163,Münster,,2025-07-04,,"Sperrgut und Grünabfall, bitte bis 6:30 Uhr an die Straße stellen",51.9323205,7.5932257,Kerkheideweg
48163,Münster,,2025-08-01,,"Sperrgut und Grünabfall, bitte bis 6:30 Uhr an die Straße stellen",51.9323205,7.5932257,Kerkheideweg
48163,Münster,,2025-09-05,,"Sperrgut und Grünabfall, bitte bis 6:30 Uhr an die Straße stellen",51.9323205,7.5932257,Kerkheideweg
48163,Münster,,2025-11-07,,"Sperrgut und Grünabfall, bitte bis 6:30 Uhr an die Straße stellen",51.9323205,7.5932257,Kerkheideweg
48163,Münster,,2025-12-05,,"Sperrgut und Grünabfall, bitte bis 6:30 Uhr an die Straße stellen",51.9323205,7.5932257,Kerkheideweg
48157,Münster,,2025-05-08,,"Sperrgut und Grünabfall, bitte bis 6:30 Uhr an die Straße stellen",52.0015714,7.7149455,Kerkschlag
48157,Münster,,2025-06-12,,"Sperrgut und Grünabfall, bitte bis 6:30 Uhr an die Straße stellen",52.0015714,7.7149455,Kerkschlag
48157,Münster,,2025-07-10,,"Sperrgut und Grünabfall, bitte bis 6:30 Uhr an die Straße stellen",52.0015714,7.7149455,Kerkschlag
48157,Münster,,2025-08-14,,"Sperrgut und Grünabfall, bitte bis 6:30 Uhr an die Straße stellen",52.0015714,7.7149455,Kerkschlag
48157,Münster,,2025-09-11,,"Sperrgut und Grünabfall, bitte bis 6:30 Uhr an die Straße stellen",52.0015714,7.7149455,Kerkschlag
48157,Münster,,2025-10-09,,"Sperrgut und Grünabfall, bitte bis 6:30 Uhr an die Straße stellen",52.0015714,7.7149455,Kerkschlag
48157,Münster,,2025-11-13,,"Sperrgut und Grünabfall, bitte bis 6:30 Uhr an die Straße stellen",52.0015714,7.7149455,Kerkschlag
48157,Münster,,2025-12-11,,"Sperrgut und Grünabfall, bitte bis 6:30 Uhr an die Straße stellen",52.0015714,7.7149455,Kerkschlag
48147,Münster,,2025-05-26,,"Sperrgut und Grünabfall, bitte bis 6:30 Uhr an die Straße stellen",51.9728276,7.6275549,Kerßenbrockstraße
48147,Münster,,2025-06-23,,"Sperrgut und Grünabfall, bitte bis 6:30 Uhr an die Straße stellen",51.9728276,7.6275549,Kerßenbrockstraße
48147,Münster,,2025-07-28,,"Sperrgut und Grünabfall, bitte bis 6:30 Uhr an die Straße stellen",51.9728276,7.6275549,Kerßenbrockstraße
48147,Münster,,2025-08-25,,"Sperrgut und Grünabfall, bitte bis 6:30 Uhr an die Straße stellen",51.9728276,7.6275549,Kerßenbrockstraße
48147,Münster,,2025-09-22,,"Sperrgut und Grünabfall, bitte bis 6:30 Uhr an die Straße stellen",51.9728276,7.6275549,Kerßenbrockstraße
48147,Münster,,2025-10-27,,"Sperrgut und Grünabfall, bitte bis 6:30 Uhr an die Straße stellen",51.9728276,7.6275549,Kerßenbrockstraße
48147,Münster,,2025-11-24,,"Sperrgut und Grünabfall, bitte bis 6:30 Uhr an die Straße stellen",51.9728276,7.6275549,Kerßenbrockstraße
48147,Münster,,2025-12-22,,"Sperrgut und Grünabfall, bitte bis 6:30 Uhr an die Straße stellen",51.9728276,7.6275549,Kerßenbrockstraße
48159,Münster,,2025-05-27,,"Sperrgut und Grünabfall, bitte bis 6:30 Uhr an die Straße stellen",51.9876032,7.6093321,Kerstingskamp
48159,Münster,,2025-06-24,,"Sperrgut und Grünabfall, bitte bis 6:30 Uhr an die Straße stellen",51.9876032,7.6093321,Kerstingskamp
48159,Münster,,2025-07-22,,"Sperrgut und Grünabfall, bitte bis 6:30 Uhr an die Straße stellen",51.9876032,7.6093321,Kerstingskamp
48159,Münster,,2025-08-26,,"Sperrgut und Grünabfall, bitte bis 6:30 Uhr an die Straße stellen",51.9876032,7.6093321,Kerstingskamp
48159,Münster,,2025-09-23,,"Sperrgut und Grünabfall, bitte bis 6:30 Uhr an die Straße stellen",51.9876032,7.6093321,Kerstingskamp
48159,Münster,,2025-10-28,,"Sperrgut und Grünabfall, bitte bis 6:30 Uhr an die Straße stellen",51.9876032,7.6093321,Kerstingskamp
48159,Münster,,2025-11-25,,"Sperrgut und Grünabfall, bitte bis 6:30 Uhr an die Straße stellen",51.9876032,7.6093321,Kerstingskamp
48159,Münster,,2025-12-23,,"Sperrgut und Grünabfall, bitte bis 6:30 Uhr an die Straße stellen",51.9876032,7.6093321,Kerstingskamp
48163,Münster,,2025-05-13,,"Sperrgut und Grünabfall, bitte bis 6:30 Uhr an die Straße stellen",51.9137344,7.5919649,Kesselfeld
48163,Münster,,2025-06-10,,"Sperrgut und Grünabfall, bitte bis 6:30 Uhr an die Straße stellen",51.9137344,7.5919649,Kesselfeld
48163,Münster,,2025-07-08,,"Sperrgut und Grünabfall, bitte bis 6:30 Uhr an die Straße stellen",51.9137344,7.5919649,Kesselfeld
48163,Münster,,2025-08-12,,"Sperrgut und Grünabfall, bitte bis 6:30 Uhr an die Straße stellen",51.9137344,7.5919649,Kesselfeld
48163,Münster,,2025-09-09,,"Sperrgut und Grünabfall, bitte bis 6:30 Uhr an die Straße stellen",51.9137344,7.5919649,Kesselfeld
48163,Münster,,2025-10-14,,"Sperrgut und Grünabfall, bitte bis 6:30 Uhr an die Straße stellen",51.9137344,7.5919649,Kesselfeld
48163,Münster,,2025-11-11,,"Sperrgut und Grünabfall, bitte bis 6:30 Uhr an die Straße stellen",51.9137344,7.5919649,Kesselfeld
48163,Münster,,2025-12-09,,"Sperrgut und Grünabfall, bitte bis 6:30 Uhr an die Straße stellen",51.9137344,7.5919649,Kesselfeld
48155,Münster,,2025-05-15,,"Sperrgut und Grünabfall, bitte bis 6:30 Uhr an die Straße stellen",51.9227083,7.6575587,Kesslerweg
48155,Münster,,2025-07-17,,"Sperrgut und Grünabfall, bitte bis 6:30 Uhr an die Straße stellen",51.9227083,7.6575587,Kesslerweg
48155,Münster,,2025-08-21,,"Sperrgut und Grünabfall, bitte bis 6:30 Uhr an die Straße stellen",51.9227083,7.6575587,Kesslerweg
48155,Münster,,2025-09-18,,"Sperrgut und Grünabfall, bitte bis 6:30 Uhr an die Straße stellen",51.9227083,7.6575587,Kesslerweg
48155,Münster,,2025-10-16,,"Sperrgut und Grünabfall, bitte bis 6:30 Uhr an die Straße stellen",51.9227083,7.6575587,Kesslerweg
48155,Münster,,2025-11-20,,"Sperrgut und Grünabfall, bitte bis 6:30 Uhr an die Straße stellen",51.9227083,7.6575587,Kesslerweg
48155,Münster,,2025-12-18,,"Sperrgut und Grünabfall, bitte bis 6:30 Uhr an die Straße stellen",51.9227083,7.6575587,Kesslerweg
48167,Münster,,2025-05-15,,"Sperrgut und Grünabfall, bitte bis 6:30 Uhr an die Straße stellen",51.9312808,7.6632335,Ketteler-Ort
48167,Münster,,2025-07-17,,"Sperrgut und Grünabfall, bitte bis 6:30 Uhr an die Straße stellen",51.9312808,7.6632335,Ketteler-Ort
48167,Münster,,2025-08-21,,"Sperrgut und Grünabfall, bitte bis 6:30 Uhr an die Straße stellen",51.9312808,7.6632335,Ketteler-Ort
48167,Münster,,2025-09-18,,"Sperrgut und Grünabfall, bitte bis 6:30 Uhr an die Straße stellen",51.9312808,7.6632335,Ketteler-Ort
48167,Münster,,2025-10-16,,"Sperrgut und Grünabfall, bitte bis 6:30 Uhr an die Straße stellen",51.9312808,7.6632335,Ketteler-Ort
48167,Münster,,2025-11-20,,"Sperrgut und Grünabfall, bitte bis 6:30 Uhr an die Straße stellen",51.9312808,7.6632335,Ketteler-Ort
48167,Münster,,2025-12-18,,"Sperrgut und Grünabfall, bitte bis 6:30 Uhr an die Straße stellen",51.9312808,7.6632335,Ketteler-Ort
48147,Münster,,2025-05-26,,"Sperrgut und Grünabfall, bitte bis 6:30 Uhr an die Straße stellen",51.9719812,7.6322012,Kettelerstraße
48147,Münster,,2025-06-23,,"Sperrgut und Grünabfall, bitte bis 6:30 Uhr an die Straße stellen",51.9719812,7.6322012,Kettelerstraße
48147,Münster,,2025-07-28,,"Sperrgut und Grünabfall, bitte bis 6:30 Uhr an die Straße stellen",51.9719812,7.6322012,Kettelerstraße
48147,Münster,,2025-08-25,,"Sperrgut und Grünabfall, bitte bis 6:30 Uhr an die Straße stellen",51.9719812,7.6322012,Kettelerstraße
48147,Münster,,2025-09-22,,"Sperrgut und Grünabfall, bitte bis 6:30 Uhr an die Straße stellen",51.9719812,7.6322012,Kettelerstraße
48147,Münster,,2025-10-27,,"Sperrgut und Grünabfall, bitte bis 6:30 Uhr an die Straße stellen",51.9719812,7.6322012,Kettelerstraße
48147,Münster,,2025-11-24,,"Sperrgut und Grünabfall, bitte bis 6:30 Uhr an die Straße stellen",51.9719812,7.6322012,Kettelerstraße
48147,Münster,,2025-12-22,,"Sperrgut und Grünabfall, bitte bis 6:30 Uhr an die Straße stellen",51.9719812,7.6322012,Kettelerstraße
48165,Münster,,2025-05-15,,"Sperrgut und Grünabfall, bitte bis 6:30 Uhr an die Straße stellen",51.9082554,7.6622048,Kiebitzweg
48165,Münster,,2025-07-17,,"Sperrgut und Grünabfall, bitte bis 6:30 Uhr an die Straße stellen",51.9082554,7.6622048,Kiebitzweg
48165,Münster,,2025-08-21,,"Sperrgut und Grünabfall, bitte bis 6:30 Uhr an die Straße stellen",51.9082554,7.6622048,Kiebitzweg
48165,Münster,,2025-09-18,,"Sperrgut und Grünabfall, bitte bis 6:30 Uhr an die Straße stellen",51.9082554,7.6622048,Kiebitzweg
48165,Münster,,2025-10-16,,"Sperrgut und Grünabfall, bitte bis 6:30 Uhr an die Straße stellen",51.9082554,7.6622048,Kiebitzweg
48165,Münster,,2025-11-20,,"Sperrgut und Grünabfall, bitte bis 6:30 Uhr an die Straße stellen",51.9082554,7.6622048,Kiebitzweg
48165,Münster,,2025-12-18,,"Sperrgut und Grünabfall, bitte bis 6:30 Uhr an die Straße stellen",51.9082554,7.6622048,Kiebitzweg
48165,Münster,,2025-05-15,,"Sperrgut und Grünabfall, bitte bis 6:30 Uhr an die Straße stellen",51.9103714,7.6552135,Kiefernweg
48165,Münster,,2025-07-17,,"Sperrgut und Grünabfall, bitte bis 6:30 Uhr an die Straße stellen",51.9103714,7.6552135,Kiefernweg
48165,Münster,,2025-08-21,,"Sperrgut und Grünabfall, bitte bis 6:30 Uhr an die Straße stellen",51.9103714,7.6552135,Kiefernweg
48165,Münster,,2025-09-18,,"Sperrgut und Grünabfall, bitte bis 6:30 Uhr an die Straße stellen",51.9103714,7.6552135,Kiefernweg
48165,Münster,,2025-10-16,,"Sperrgut und Grünabfall, bitte bis 6:30 Uhr an die Straße stellen",51.9103714,7.6552135,Kiefernweg
48165,Münster,,2025-11-20,,"Sperrgut und Grünabfall, bitte bis 6:30 Uhr an die Straße stellen",51.9103714,7.6552135,Kiefernweg
48165,Münster,,2025-12-18,,"Sperrgut und Grünabfall, bitte bis 6:30 Uhr an die Straße stellen",51.9103714,7.6552135,Kiefernweg
48155,Münster,,2025-05-07,,"Sperrgut und Grünabfall, bitte bis 6:30 Uhr an die Straße stellen",51.9492239,7.6413195,Kiesekamps Mühle
48155,Münster,,2025-06-04,,"Sperrgut und Grünabfall, bitte bis 6:30 Uhr an die Straße stellen",51.9492239,7.6413195,Kiesekamps Mühle
48155,Münster,,2025-07-02,,"Sperrgut und Grünabfall, bitte bis 6:30 Uhr an die Straße stellen",51.9492239,7.6413195,Kiesekamps Mühle
48155,Münster,,2025-08-06,,"Sperrgut und Grünabfall, bitte bis 6:30 Uhr an die Straße stellen",51.9492239,7.6413195,Kiesekamps Mühle
48155,Münster,,2025-09-03,,"Sperrgut und Grünabfall, bitte bis 6:30 Uhr an die Straße stellen",51.9492239,7.6413195,Kiesekamps Mühle
48155,Münster,,2025-10-01,,"Sperrgut und Grünabfall, bitte bis 6:30 Uhr an die Straße stellen",51.9492239,7.6413195,Kiesekamps Mühle
48155,Münster,,2025-11-05,,"Sperrgut und Grünabfall, bitte bis 6:30 Uhr an die Straße stellen",51.9492239,7.6413195,Kiesekamps Mühle
48155,Münster,,2025-12-03,,"Sperrgut und Grünabfall, bitte bis 6:30 Uhr an die Straße stellen",51.9492239,7.6413195,Kiesekamps Mühle
48157,Münster,,2025-05-21,,"Sperrgut und Grünabfall, bitte bis 6:30 Uhr an die Straße stellen",51.9923384,7.6373344,Kiesekampweg
48157,Münster,,2025-06-18,,"Sperrgut und Grünabfall, bitte bis 6:30 Uhr an die Straße stellen",51.9923384,7.6373344,Kiesekampweg
48157,Münster,,2025-07-16,,"Sperrgut und Grünabfall, bitte bis 6:30 Uhr an die Straße stellen",51.9923384,7.6373344,Kiesekampweg
48157,Münster,,2025-08-20,,"Sperrgut und Grünabfall, bitte bis 6:30 Uhr an die Straße stellen",51.9923384,7.6373344,Kiesekampweg
48157,Münster,,2025-09-17,,"Sperrgut und Grünabfall, bitte bis 6:30 Uhr an die Straße stellen",51.9923384,7.6373344,Kiesekampweg
48157,Münster,,2025-10-15,,"Sperrgut und Grünabfall, bitte bis 6:30 Uhr an die Straße stellen",51.9923384,7.6373344,Kiesekampweg
48157,Münster,,2025-11-19,,"Sperrgut und Grünabfall, bitte bis 6:30 Uhr an die Straße stellen",51.9923384,7.6373344,Kiesekampweg
48157,Münster,,2025-12-17,,"Sperrgut und Grünabfall, bitte bis 6:30 Uhr an die Straße stellen",51.9923384,7.6373344,Kiesekampweg
48159,Münster,,2025-05-27,,"Sperrgut und Grünabfall, bitte bis 6:30 Uhr an die Straße stellen",51.9992427,7.5958161,Killingstraße
